osm_id,osm_type,tunnel,oneway,bridge,surface,lanes,smoothness,name,width,layer,highway,longitude,latitude,geom_type
102469922,ways_line,,yes,,,,,Inner Ring Road (Southern Sector),,,primary,80.1963252124589,12.983489461588,LINESTRING
25453303,ways_line,,,,asphalt,,,Kodambakkam – Sriperumbudur Road,,,primary,80.0958932365114,12.997613501306,LINESTRING
696533194,ways_line,,,yes,,,,Kodambakkam – Sriperumbudur Road,,"1",primary,80.0808104,12.99535235,LINESTRING
1071222012,ways_line,,no,yes,,,,Kodambakkam – Sriperumbudur Road,,"1",primary,80.08406055,12.99465945,LINESTRING
306732037,ways_line,,yes,yes,,,,Kodambakkam – Sriperumbudur Road,,"1",primary,80.08405985,12.99460355,LINESTRING
383730516,ways_line,,,yes,,,,Poonamallee - Kundrathur - Pallavaram Road,,"1",primary,80.115828,12.99110305,LINESTRING
1138637509,ways_line,,no,,,,,Mount - Medavakkam Road,,,primary,80.1972094480292,12.9857212826104,LINESTRING
1028425023,ways_line,,yes,,,,,Mount - Medavakkam Road,,,primary,80.1982223775466,12.9900584781066,LINESTRING
102469908,ways_line,,yes,yes,,,,Inner Ring Road (Southern Sector),,"1",primary,80.1961301954955,12.985315813514,LINESTRING
1058442782,ways_line,,yes,,,,,Inner Ring Road (Southern Sector),,,primary,80.1956495353286,12.9876731084007,LINESTRING
1028425026,ways_line,,yes,,,,,Inner Ring Road (Southern Sector),,,primary,80.1954677138045,12.9879041946166,LINESTRING
59909741,ways_line,,yes,yes,,,,Inner Ring Road (Southern Sector),,"1",primary,80.1959137970805,12.9852652653654,LINESTRING
1032490132,ways_line,,yes,,asphalt,"2",,Jawaharlal Nehru Road (100 Feet Road),,,primary,80.1991192453516,13.0768793996169,LINESTRING
1081150598,ways_line,,yes,,,,,,,,secondary,80.20209225,13.0720356,LINESTRING
1032490136,ways_line,,yes,,,,,Jawaharlal Nehru Road (100 Feet Road),,,primary,80.2022035074174,13.0720823078307,LINESTRING
214413817,ways_line,,yes,,,,,Kaliamman Koil Street,,,secondary,80.2014975084093,13.0708458357286,LINESTRING
701740778,ways_line,,yes,,asphalt,,,Thiruvalluvar Saalai,,,secondary,80.1816527641374,13.0725683293865,LINESTRING
102550240,ways_line,,yes,,,,,Anna Main Road,,,secondary,80.2026561189742,13.0361506092976,LINESTRING
1286291020,ways_line,,yes,,,,,Madhavaram - Red Hills Road,,,primary,80.1925762253081,13.1866198926046,LINESTRING
